date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:29	82048/82048	---M-Z	200	added ('OK')	application/x-font-woff	date:Mon,%2028%20Aug%202023%2020:17:34%20GMT	https://www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/nfcu-icons/nfcu-icons.woff?vw3v7d	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/nfcu-icons/nfcu-icons52e1.woff	(from https://www.navyfederal.org/)
00:30:30	77160/77160	---M-Z	200	added ('OK')	application/octet-stream	date:Mon,%2028%20Aug%202023%2020:17:34%20GMT	https://www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/font-awesome/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/font-awesome/fontawesome-webfont3e6e.woff2	(from https://www.navyfederal.org/)
00:30:30	81972/81972	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2028%20Aug%202023%2020:17:34%20GMT	https://www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/nfcu-icons/nfcu-icons.ttf?vw3v7d	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfculibs/clientlibs/uife/clientlib-uife-nfculibs-site/resources/fonts/nfcu-icons/nfcu-icons52e1.ttf	(from https://www.navyfederal.org/)
00:30:30	0/0	---M-Z	200	added ('OK')	text/css	etag:W/%220-2386f26fb1bdc0%22	https://www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-nfo-site-dependencies.lc-d41d8cd98f00b204e9800998ecf8427e-lc.min.css	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-nfo-site-dependencies.lc-d41d8cd98f00b204e9800998ecf8427e-lc.min.css	(from https://www.navyfederal.org/)
00:30:31	194073/194073	---M-Z	200	added ('OK')	text/css	etag:W/%222f619-2386f26fb1bdc0-gzip%22	https://www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-basePage.lc-6b2d932eda6804859b9739395c22d61c-lc.min.css	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-basePage.lc-6b2d932eda6804859b9739395c22d61c-lc.min.css	(from https://www.navyfederal.org/)
00:30:31	37397/37397	---M-Z	200	added ('OK')	text/css	etag:W/%229215-2386f26fb1bdc0-gzip%22	https://www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-homePage.lc-b9318f69b809bc216d731beb24f08b46-lc.min.css	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/etc.clientlibs/nfo/clientlibs/uife/clientlib-uife-homePage.lc-b9318f69b809bc216d731beb24f08b46-lc.min.css	(from https://www.navyfederal.org/)
00:30:36	99964/99964	---M-Z	200	added ('OK')	text/html	etag:W/%2218609-604e58de5ab55-gzip%22	https://www.navyfederal.org/checking-savings/checking.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/checking.html	(from https://www.navyfederal.org/)
00:30:37	317959/317959	---MCZ	200	added ('OK')	application/x-javascript	etag:%22968484204486aa77284becb9536463bf:1692888429.261542%22	http://assets.adobedtm.com/launch-ENade6a82789f74a53a864dd294d952d3d.min.js	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/assets.adobedtm.com/launch-ENade6a82789f74a53a864dd294d952d3d.min.js	(from https://www.navyfederal.org/)
00:30:38	68703/68703	---M-Z	200	added ('OK')	text/html	etag:%2210bec-604e54bddb1f2-gzip%22	https://www.navyfederal.org/checking-savings/savings.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings.html	(from https://www.navyfederal.org/)
00:30:38	74664/74664	---M-Z	200	added ('OK')	text/html	etag:%2212335-604e521f1600e-gzip%22	https://www.navyfederal.org/checking-savings/savings/certificates.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings/certificates.html	(from https://www.navyfederal.org/)
00:30:39	75395/75395	---M-Z	200	added ('OK')	text/html	etag:%2212610-604e57968cc2c-gzip%22	https://www.navyfederal.org/checking-savings/savings/money-market.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings/money-market.html	(from https://www.navyfederal.org/)
00:30:40	75666/75666	---M-Z	200	added ('OK')	text/html	etag:%221271f-604e556a8585d-gzip%22	https://www.navyfederal.org/checking-savings/savings/retirement-savings.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings/retirement-savings.html	(from https://www.navyfederal.org/)
00:30:41	78920/78920	---M-Z	200	added ('OK')	text/html	etag:%22133d5-604e55864d370-gzip%22	https://www.navyfederal.org/checking-savings/savings/education-savings.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings/education-savings.html	(from https://www.navyfederal.org/)
00:30:42	53966/53966	---M-Z	200	added ('OK')	text/html	etag:%22d25b-604e525dac771-gzip%22	https://www.navyfederal.org/checking-savings/cards.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/cards.html	(from https://www.navyfederal.org/)
00:30:42	29940/29940	---M-Z	200	added ('OK')	text/html	etag:%227481-604e4abcad21c-gzip%22	https://www.navyfederal.org/investment-services/investments.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/investment-services/investments.html	(from https://www.navyfederal.org/)
00:30:43	65239/65239	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:30:43%20GMT	https://www.navyfederal.org/checking-savings/checking/resources/direct-deposit.html?intcmp=nav|chksvmenu|||directdeposit|10/19/2017|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/checking/resources/direct-deposit5ea4.html	(from https://www.navyfederal.org/)
00:30:44	57934/57934	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:30:44%20GMT	https://www.navyfederal.org/checking-savings/savings/savings-resources/certificate-laddering-strategy.html?intcmp=nav|chksvmenu|||certstrategy|7/29/2019|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/checking-savings/savings/savings-resources/certificate-laddering-strategyf25a.html	(from https://www.navyfederal.org/)
00:30:45	117053/117053	---M-Z	200	added ('OK')	text/html	etag:W/%221c8ca-604e581d3d9ca-gzip%22	https://www.navyfederal.org/loans-cards/credit-cards.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/credit-cards.html	(from https://www.navyfederal.org/)
00:30:46	92854/92854	---M-Z	200	added ('OK')	text/html	etag:%2216a43-604e5223be678-gzip%22	https://www.navyfederal.org/loans-cards/auto-loans.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/auto-loans.html	(from https://www.navyfederal.org/)
00:30:47	112445/112445	---M-Z	200	added ('OK')	text/html	etag:%221b6ca-604e557babbbc-gzip%22	https://www.navyfederal.org/loans-cards/mortgage.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/mortgage.html	(from https://www.navyfederal.org/)
00:30:47	92021/92021	---M-Z	200	added ('OK')	text/html	etag:%2216702-604e52ad1a087-gzip%22	https://www.navyfederal.org/loans-cards/personal-loans.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/personal-loans.html	(from https://www.navyfederal.org/)
00:30:49	97390/97390	---M-Z	200	added ('OK')	text/html	etag:W/%2217bfb-604e58ebc93ca-gzip%22	https://www.navyfederal.org/loans-cards/student-loans.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/student-loans.html	(from https://www.navyfederal.org/)
00:30:50	117032/117032	---M-Z	200	added ('OK')	text/html	etag:%221c8b5-604e530ce32c3-gzip%22	https://www.navyfederal.org/loans-cards/equity.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/equity.html	(from https://www.navyfederal.org/)
00:30:51	62966/62966	---M-Z	200	added ('OK')	text/html	etag:W/%22f583-604e58ee1561b-gzip%22	https://www.navyfederal.org/loans-cards/auto-loans/motorcycle-boat-rv.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/auto-loans/motorcycle-boat-rv.html	(from https://www.navyfederal.org/)
00:30:53	64811/64811	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:30:52%20GMT	https://www.navyfederal.org/loans-cards/mortgage/mortgage-basics/preapproval.html?intcmp=nav|lncrdmenu||||mtgpreapp|04/08/2022|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/mortgage/mortgage-basics/preapprovalb801.html	(from https://www.navyfederal.org/)
00:30:54	77980/77980	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:30:53%20GMT	https://www.navyfederal.org/loans-cards/auto-loans/auto-resources/car-buying-service.html?intcmp=nav|lncrdmenu||||truecar|05232023|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/loans-cards/auto-loans/auto-resources/car-buying-servicef530.html	(from https://www.navyfederal.org/)
00:30:55	66198/66198	---M-Z	200	added ('OK')	text/html	etag:%2210223-604e541062aba-gzip%22	https://www.navyfederal.org/services/security.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/security.html	(from https://www.navyfederal.org/)
00:30:56	75805/75805	---M-Z	200	added ('OK')	text/html	etag:%22127aa-604e532184fec-gzip%22	https://www.navyfederal.org/services/mobile-online-banking.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/mobile-online-banking.html	(from https://www.navyfederal.org/)
00:30:57	60795/60795	---M-Z	200	added ('OK')	text/html	etag:%22ed08-604e5552fbc96-gzip%22	https://www.navyfederal.org/branches-atms.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/branches-atms.html	(from https://www.navyfederal.org/)
00:30:57	65268/65268	---M-Z	200	added ('OK')	text/html	etag:%22fe81-604e5650e59e3-gzip%22	https://www.navyfederal.org/services/business.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/business.html	(from https://www.navyfederal.org/)
00:30:58	61775/61775	---M-Z	200	added ('OK')	text/html	etag:W/%22f0dc-604e58f4fa0f7-gzip%22	https://www.navyfederal.org/services/transfers.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/transfers.html	(from https://www.navyfederal.org/)
00:30:59	109438/109438	---M-Z	200	added ('OK')	text/html	etag:%221ab0b-604e52ca869f4-gzip%22	https://www.navyfederal.org/services/ways-to-bank-with-us.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/ways-to-bank-with-us.html	(from https://www.navyfederal.org/)
00:31:00	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202023%2004:31:00%20GMT	https://www.navyfederal.org/investment-services.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/investment-services.html	(from https://www.navyfederal.org/)
00:31:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202023%2004:31:00%20GMT	http://www.navyfederal.org/investment-services	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/investment-services.2c.delayed	(from https://www.navyfederal.org/)
00:31:01	32307/32307	---M-Z	200	added ('OK')	text/html	etag:%227dc0-604e43a9fd0ce-gzip%22	https://www.navyfederal.org/investment-services	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/investment-services.html	(from https://www.navyfederal.org/)
00:31:02	67196/67196	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:31:02%20GMT	https://www.navyfederal.org/services/business/resources.html?intcmp=nav|svcsmenu||||bizres|04/27/2022|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/business/resourcesaa4d.html	(from https://www.navyfederal.org/)
00:31:04	72608/72608	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:31:03%20GMT	https://www.navyfederal.org/services/transfers/zelle.html?intcmp=nav|svcsmenu||||zelle|12/06/2019|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/services/transfers/zelle5740.html	(from https://www.navyfederal.org/)
00:31:04	89653/89653	---M-Z	200	added ('OK')	text/html	etag:%2215dc2-604e554cb58ef-gzip%22	https://www.navyfederal.org/makingcents.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents.html	(from https://www.navyfederal.org/)
00:31:05	59403/59403	---M-Z	200	added ('OK')	text/html	etag:W/%22e798-604e58fb8cb4d-gzip%22	https://www.navyfederal.org/makingcents/savings-budgeting.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/savings-budgeting.html	(from https://www.navyfederal.org/)
00:31:06	64962/64962	---M-Z	200	added ('OK')	text/html	etag:%22fd4f-604e52d51e55b-gzip%22	https://www.navyfederal.org/makingcents/credit-debt.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/credit-debt.html	(from https://www.navyfederal.org/)
00:31:07	58273/58273	---M-Z	200	added ('OK')	text/html	etag:%22e32e-604e53c490eda-gzip%22	https://www.navyfederal.org/makingcents/investing.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/investing.html	(from https://www.navyfederal.org/)
00:31:07	62299/62299	---M-Z	200	added ('OK')	text/html	etag:%22f2e8-604e58941475a-gzip%22	https://www.navyfederal.org/makingcents/military-life.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/military-life.html	(from https://www.navyfederal.org/)
00:31:08	58162/58162	---M-Z	200	added ('OK')	text/html	etag:%22e2bf-604e55c96316c-gzip%22	https://www.navyfederal.org/makingcents/home-ownership.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/home-ownership.html	(from https://www.navyfederal.org/)
00:31:09	57759/57759	---M-Z	200	added ('OK')	text/html	etag:%22e12c-604e5554e9728-gzip%22	https://www.navyfederal.org/makingcents/auto.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/auto.html	(from https://www.navyfederal.org/)
00:31:09	57678/57678	---M-Z	200	added ('OK')	text/html	etag:%22e0db-604e557f8b731-gzip%22	https://www.navyfederal.org/makingcents/business.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/business.html	(from https://www.navyfederal.org/)
00:31:10	54677/54677	---M-Z	200	added ('OK')	text/html	etag:W/%22d522-604e59004306a-gzip%22	https://www.navyfederal.org/makingcents/tools.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/tools.html	(from https://www.navyfederal.org/)
00:31:11	58288/58288	---M-Z	200	added ('OK')	text/html	etag:%22e33d-604e536f9ff22-gzip%22	https://www.navyfederal.org/makingcents/privacy-security.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/privacy-security.html	(from https://www.navyfederal.org/)
00:31:12	65309/65309	---M-Z	200	added ('OK')	text/html	etag:W/%22feaa-604e590222484-gzip%22	https://www.navyfederal.org/makingcents/personal-finance-counseling.html	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/personal-finance-counseling.html	(from https://www.navyfederal.org/)
00:31:13	89653/89653	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:31:13%20GMT	https://www.navyfederal.org/makingcents.html?intcmp=nav|rscmenu||||makingcents|05/25/2022|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents8253.html	(from https://www.navyfederal.org/)
00:31:15	63364/63364	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202023%2004:31:14%20GMT	https://www.navyfederal.org/makingcents/tools/credit-simulator.html?intcmp=nav|rscmenu|||credstim|05/24/2022|||	C:/Users/Trina/OneDrive/Desktop/spam%20pages%20phish/navyfederal/www.navyfederal.org/makingcents/tools/credit-simulator7775.html	(from https://www.navyfederal.org/)
